edge_id,source_id,target_id,transition_kind,weight_rule,weight_value,weight_expression,condition_kind,condition_value,semantic_risk,semantic_morality,semantic_action,origin,source_ref,note,profile_id,compiled_weight
e0180,96,33,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:171,,cautious_noble_neutral,0.2
e0181,96,248,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:172,,cautious_noble_neutral,0.8
e0182,97,255,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:173,,cautious_noble_neutral,0.5
e0183,97,306,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:174,,cautious_noble_neutral,0.5
e0184,98,139,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:175,,cautious_noble_neutral,1
e0185,99,222,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:176,,cautious_noble_neutral,1
e0186,100,161,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:177,,cautious_noble_neutral,0.142857142857143
e0187,100,133,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:178,,cautious_noble_neutral,0.285714285714286
e0188,100,257,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:179,,cautious_noble_neutral,0.571428571428571
e0189,101,281,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:180,,cautious_noble_neutral,1
e0190,102,284,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:181,,cautious_noble_neutral,1
e0191,103,13,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:182,,cautious_noble_neutral,0.5
e0192,103,287,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:183,,cautious_noble_neutral,0.5
e0193,104,26,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:184,,cautious_noble_neutral,0.5
e0194,104,100,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:185,,cautious_noble_neutral,0.5
e0195,105,298,kai,formula,,"kai_available(""Animal Kinship"")",kai_discipline,Animal Kinship,,,,auto,LW01_e_edges.csv:186,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0196,105,335,kai,formula,,"1 - kai_available(""Animal Kinship"")",kai_discipline_absent,Animal Kinship,,,,auto,LW01_e_edges.csv:187,,cautious_noble_neutral,0.5
e0197,106,263,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:188,,cautious_noble_neutral,0.5
e0198,106,334,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:189,,cautious_noble_neutral,0.5
e0199,107,23,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:190,,cautious_noble_neutral,1
e0200,108,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:108,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0201,109,164,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:191,,cautious_noble_neutral,0.5
e0202,109,308,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:192,,cautious_noble_neutral,0.5
e0203,110,55,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:193,,cautious_noble_neutral,1
e0204,111,57,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:194,,cautious_noble_neutral,0.333333333333333
e0205,111,308,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:195,,cautious_noble_neutral,0.666666666666667
e0206,112,33,profile_choice,formula,,"combat_win(112) * postcombat_choice_share(112, 33)",combat_outcome,win,reckless,neutral,tactical,supervised,LW01_supervision.csv:11,Choice to explore the cave after winning both combats.,cautious_noble_neutral,0.277666666666667
e0207,112,248,profile_choice,formula,,"combat_win(112) * postcombat_choice_share(112, 248)",combat_outcome,win,cautious,selfish,physical,supervised,LW01_supervision.csv:12,Choice to leave after winning both combats.,cautious_noble_neutral,0.555333333333333
e0208,112,Death,combat,formula,,1 - combat_win(112),combat_outcome,death,,,,supervised,LW01_supervision.csv:13,Death if the combats are lost.,cautious_noble_neutral,0.167
e0209,113,347,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:198,,cautious_noble_neutral,0.5
e0210,113,295,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:199,,cautious_noble_neutral,0.5
e0211,114,239,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:200,,cautious_noble_neutral,1
e0212,115,150,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:201,,cautious_noble_neutral,0.25
e0213,115,177,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:202,,cautious_noble_neutral,0.25
e0214,115,83,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:203,,cautious_noble_neutral,0.5
e0215,116,321,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:204,,cautious_noble_neutral,1
e0216,117,330,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:205,,cautious_noble_neutral,1
e0217,118,224,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:206,,cautious_noble_neutral,1
e0218,119,226,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:207,,cautious_noble_neutral,0.2
e0219,119,38,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:208,,cautious_noble_neutral,0.8
e0220,120,84,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:209,,cautious_noble_neutral,0.166666666666667
e0221,120,171,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:210,,cautious_noble_neutral,0.666666666666667
e0222,120,54,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:211,,cautious_noble_neutral,0.166666666666667
e0223,121,342,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:212,,cautious_noble_neutral,0.333333333333333
e0224,121,309,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:213,,cautious_noble_neutral,0.333333333333333
e0225,121,283,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:214,,cautious_noble_neutral,0.333333333333333
e0226,122,206,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:215,,cautious_noble_neutral,1
e0227,123,304,profile_choice,profile_choice,,,,,reckless,selfish,physical,auto,LW01_e_edges.csv:216,,cautious_noble_neutral,0.111111111111111
e0228,123,2,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:217,,cautious_noble_neutral,0.888888888888889
e0229,124,211,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:218,,cautious_noble_neutral,0.2
e0230,124,106,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:219,,cautious_noble_neutral,0.8
e0231,125,301,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:220,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0232,125,27,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(125, 27)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:221,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0233,125,214,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(125, 214)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:222,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0234,126,46,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:223,,cautious_noble_neutral,0.2
e0235,126,143,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:224,,cautious_noble_neutral,0.8
e0236,127,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:127,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0237,128,297,kai,formula,,"kai_available(""Hunting"")",kai_discipline,Hunting,,,,auto,LW01_e_edges.csv:225,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0238,128,336,kai,formula,,"1 - kai_available(""Hunting"")",kai_discipline_absent,Hunting,,,,auto,LW01_e_edges.csv:226,,cautious_noble_neutral,0.5
e0239,129,3,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:227,,cautious_noble_neutral,0.888888888888889
e0240,129,144,profile_choice,profile_choice,,,,,reckless,selfish,tactical,auto,LW01_e_edges.csv:228,,cautious_noble_neutral,0.111111111111111
e0241,130,28,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:229,,cautious_noble_neutral,0.5
e0242,130,201,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:230,,cautious_noble_neutral,0.5
e0243,131,241,profile_choice,profile_choice,,,,,cautious,noble,tactical,auto,LW01_e_edges.csv:231,,cautious_noble_neutral,0.5
e0244,131,55,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:232,,cautious_noble_neutral,0.125
e0245,131,302,profile_choice,profile_choice,,,,,neutral,noble,physical,auto,LW01_e_edges.csv:233,,cautious_noble_neutral,0.25
e0246,131,101,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:234,,cautious_noble_neutral,0.125
e0247,132,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:235,,cautious_noble_neutral,1
e0248,133,266,combat,formula,,combat_win(133),,,,,,auto,LW01_e_edges.csv:236,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists",cautious_noble_neutral,0.833
e0249,133,Death,combat,formula,,1 - combat_win(133),,,,,,auto,generated:combat_death:133,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0250,134,305,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:237,,cautious_noble_neutral,0.2
e0251,134,40,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:238,,cautious_noble_neutral,0.8
e0252,135,223,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:239,,cautious_noble_neutral,0.333333333333333
e0253,135,4,profile_choice,profile_choice,,,,,neutral,neutral,physical,auto,LW01_e_edges.csv:240,,cautious_noble_neutral,0.666666666666667
e0254,136,313,combat,formula,,combat_win(136),,,,,,auto,LW01_e_edges.csv:241,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists",cautious_noble_neutral,0.833
e0255,136,Death,combat,formula,,1 - combat_win(136),,,,,,auto,generated:combat_death:136,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0256,137,23,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:242,,cautious_noble_neutral,1
e0257,138,291,combat,formula,,combat_win(138),,,,,,auto,LW01_e_edges.csv:243,Transition after combat victory. | Implicit death condition if combat is lost,cautious_noble_neutral,0.833
e0258,138,Death,combat,formula,,1 - combat_win(138),,,,,,auto,generated:combat_death:138,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0259,139,66,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:244,,cautious_noble_neutral,1
e0260,140,14,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:245,,cautious_noble_neutral,0.285714285714286
e0261,140,252,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:246,,cautious_noble_neutral,0.285714285714286
e0262,140,215,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:247,,cautious_noble_neutral,0.285714285714286
e0263,140,36,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:248,,cautious_noble_neutral,0.142857142857143
e0264,141,56,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:249,,cautious_noble_neutral,0.5
e0265,141,333,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:250,,cautious_noble_neutral,0.5
e0266,142,58,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:251,,cautious_noble_neutral,0.25
e0267,142,135,profile_choice,profile_choice,,,,,neutral,neutral,physical,auto,LW01_e_edges.csv:252,,cautious_noble_neutral,0.5
e0268,142,102,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:253,,cautious_noble_neutral,0.25
e0269,143,149,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:254,,cautious_noble_neutral,1
e0270,144,63,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:255,,cautious_noble_neutral,0.2
e0271,144,217,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:256,,cautious_noble_neutral,0.8
e0272,145,165,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:257,Implicit death or unconsciousness,cautious_noble_neutral,1
e0273,146,154,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:258,Loss of 3 ENDURANCE points during the transition,cautious_noble_neutral,1
e0274,147,42,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:259,,cautious_noble_neutral,0.5
e0275,147,28,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:260,,cautious_noble_neutral,0.5
e0276,148,81,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:261,,cautious_noble_neutral,0.571428571428571
e0277,148,320,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:262,,cautious_noble_neutral,0.142857142857143
e0278,148,199,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:263,,cautious_noble_neutral,0.285714285714286
e0279,149,256,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:264,,cautious_noble_neutral,1
e0280,150,83,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:265,,cautious_noble_neutral,1
e0281,151,87,kai,formula,,"kai_available(""Mind Over Matter"")",kai_discipline,Mind Over Matter,,,,auto,LW01_e_edges.csv:266,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0282,151,337,profile_choice,formula,,"1 - kai_available(""Mind Over Matter"")",,,reckless,neutral,tactical,auto,LW01_e_edges.csv:267,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.5
e0283,152,49,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:268,,cautious_noble_neutral,0.333333333333333
e0284,152,231,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:269,,cautious_noble_neutral,0.666666666666667
e0285,153,202,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:270,,cautious_noble_neutral,0.166666666666667
e0286,153,135,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:271,,cautious_noble_neutral,0.666666666666667
e0287,153,329,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:272,,cautious_noble_neutral,0.166666666666667
e0288,154,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:154,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0289,155,70,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:273,,cautious_noble_neutral,1
e0290,156,294,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:274,,cautious_noble_neutral,0.5
e0291,156,245,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:275,,cautious_noble_neutral,0.5
e0292,157,30,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:276,,cautious_noble_neutral,0.333333333333333
e0293,157,167,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:277,,cautious_noble_neutral,0.666666666666667
e0294,158,106,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:278,"Loss of 6 ENDURANCE points during the transition. Potential additional loss of 4 ENDURANCE points based on a random roll (0-5 miss, 6-9 hit) before the forced transition.",cautious_noble_neutral,1
e0295,159,191,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:279,,cautious_noble_neutral,0.5
e0296,159,234,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:280,,cautious_noble_neutral,0.5
e0297,160,286,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:281,,cautious_noble_neutral,0.5
e0298,160,10,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:282,,cautious_noble_neutral,0.5
e0299,161,209,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:283,,cautious_noble_neutral,1
e0300,162,258,kai,formula,,"kai_available(""Mind Over Matter"")",kai_discipline,Mind Over Matter,,,,auto,LW01_e_edges.csv:284,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0301,162,127,kai,formula,,"1 - kai_available(""Mind Over Matter"")",kai_discipline_absent,Mind Over Matter,,,,auto,LW01_e_edges.csv:285,,cautious_noble_neutral,0.5
e0302,163,321,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:286,,cautious_noble_neutral,1
e0303,164,308,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:287,,cautious_noble_neutral,1
e0304,165,212,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:288,,cautious_noble_neutral,1
e0305,166,104,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:289,Loss of 4 ENDURANCE points during the transition,cautious_noble_neutral,1
e0306,167,178,kai,formula,,"kai_available(""Sixth Sense"")",kai_discipline,Sixth Sense,,,,auto,LW01_e_edges.csv:290,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0307,167,88,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(167, 88)",,,reckless,neutral,tactical,auto,LW01_e_edges.csv:291,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.1
e0308,167,264,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(167, 264)",,,cautious,neutral,neutral,auto,LW01_e_edges.csv:292,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.4
e0309,168,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:293,Player must take a Meal before proceeding,cautious_noble_neutral,1
e0310,169,137,combat,formula,,"combat_outcome(169, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:14,Victory after continuing the combat.,cautious_noble_neutral,0.4165
e0311,169,23,escape,formula,,"combat_outcome(169, ""escape"")",combat_outcome,escape,cautious,selfish,physical,supervised,LW01_supervision.csv:15,Escape outcome after surviving the first combat round.,cautious_noble_neutral,0.5
e0312,169,Death,combat,formula,,"combat_outcome(169, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:16,Death before victory or escape.,cautious_noble_neutral,0.0835
e0313,170,319,combat,formula,,combat_win(170),,,,,,auto,LW01_e_edges.csv:296,Transition after combat victory. | Combat outcome determines progression. Conditional penalty (deduct 3 COMBAT SKILL) applies if Torch is missing.,cautious_noble_neutral,0.833
e0314,170,Death,combat,formula,,1 - combat_win(170),,,,,,auto,generated:combat_death:170,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0315,171,303,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:297,,cautious_noble_neutral,1
e0316,172,114,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:298,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0317,172,239,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(172, 239)",,,cautious,selfish,physical,auto,LW01_e_edges.csv:299,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.333333333333333
e0318,172,29,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(172, 29)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:300,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.166666666666667
e0319,173,158,state_condition,formula,,"condition_available(""has_item"", ""Silver Key"")",has_item,Silver Key,,,,auto,LW01_e_edges.csv:301,Route is taken when the persistent-state condition is available.,cautious_noble_neutral,0.5
e0320,173,259,state_condition,formula,,"1 - condition_available(""has_item"", ""Silver Key"")",has_item_absent,Silver Key,,,,auto,LW01_e_edges.csv:302,Complementary route when the persistent condition is false.,cautious_noble_neutral,0.5
e0321,174,190,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:303,Loss of Backpack and Weapons during the transition,cautious_noble_neutral,1
e0322,175,182,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:304,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0323,175,41,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(175, 41)",,,cautious,neutral,tactical,auto,LW01_e_edges.csv:305,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.4
e0324,175,116,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(175, 116)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:306,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.1
e0325,176,253,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:307,,cautious_noble_neutral,0.2
e0326,176,126,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:308,,cautious_noble_neutral,0.8
e0327,177,83,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:309,,cautious_noble_neutral,1
e0328,178,88,profile_choice,profile_choice,,,,,reckless,noble,neutral,auto,LW01_e_edges.csv:310,,cautious_noble_neutral,0.5
e0329,178,264,profile_choice,profile_choice,,,,,cautious,selfish,neutral,auto,LW01_e_edges.csv:311,,cautious_noble_neutral,0.5
e0330,179,318,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:312,,cautious_noble_neutral,0.2
e0331,179,51,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:313,,cautious_noble_neutral,0.8
e0332,180,62,combat,formula,,"combat_outcome(180, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:17,Victory after defeating all three opponents.,cautious_noble_neutral,0.4165
e0333,180,22,escape,formula,,"combat_outcome(180, ""escape"")",combat_outcome,escape,cautious,neutral,tactical,supervised,LW01_supervision.csv:18,Available escape outcome during the combat.,cautious_noble_neutral,0.5
e0334,180,Death,combat,formula,,"combat_outcome(180, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:19,Death before victory or escape.,cautious_noble_neutral,0.0835
e0335,181,288,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:316,,cautious_noble_neutral,1
e0336,182,174,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:317,,cautious_noble_neutral,1
e0337,183,97,profile_choice,profile_choice,,,,,neutral,noble,neutral,auto,LW01_e_edges.csv:318,,cautious_noble_neutral,0.666666666666667
e0338,183,200,profile_choice,profile_choice,,,,,cautious,selfish,neutral,auto,LW01_e_edges.csv:319,,cautious_noble_neutral,0.333333333333333
e0339,184,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:320,Mandatory consumption of 1 Meal before transition,cautious_noble_neutral,1
e0340,185,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:185,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0341,186,106,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:321,,cautious_noble_neutral,1
e0342,187,186,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:322,,cautious_noble_neutral,0.2
e0343,187,228,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:323,,cautious_noble_neutral,0.8
e0344,188,303,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:324,Loss of 3 ENDURANCE points during the transition,cautious_noble_neutral,1
e0345,189,118,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:325,,cautious_noble_neutral,1
e0346,190,20,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:326,,cautious_noble_neutral,0.2
e0347,190,273,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:327,,cautious_noble_neutral,0.8
e0348,191,24,combat,formula,,"combat_outcome(191, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:20,Victory after continuing the combat.,cautious_noble_neutral,0.4165
e0349,191,234,escape,formula,,"combat_outcome(191, ""escape"")",combat_outcome,escape,reckless,neutral,physical,supervised,LW01_supervision.csv:21,Escape by jumping from the moving caravan.,cautious_noble_neutral,0.5
e0350,191,Death,combat,formula,,"combat_outcome(191, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:22,Death before victory or escape.,cautious_noble_neutral,0.0835
e0351,192,171,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:330,,cautious_noble_neutral,0.8
e0352,192,120,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:331,,cautious_noble_neutral,0.2
e0353,193,253,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:332,,cautious_noble_neutral,0.2
e0354,193,126,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:333,,cautious_noble_neutral,0.8
e0355,194,208,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:334,,cautious_noble_neutral,0.5
e0356,194,148,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:335,,cautious_noble_neutral,0.5
e0357,195,59,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:336,,cautious_noble_neutral,0.2
e0358,195,106,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:337,,cautious_noble_neutral,0.8
e0359,196,332,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:338,,cautious_noble_neutral,0.2
e0360,196,144,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:339,,cautious_noble_neutral,0.8
e0361,197,172,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:340,,cautious_noble_neutral,1
e0362,198,7,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:341,,cautious_noble_neutral,0.8
e0363,198,152,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:342,,cautious_noble_neutral,0.2
e0364,199,81,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:343,,cautious_noble_neutral,1
e0365,200,168,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:344,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0366,200,78,profile_choice,formula,,"1 - kai_available(""Camouflage"")",,,reckless,neutral,physical,auto,LW01_e_edges.csv:345,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.5
e0367,201,238,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:346,,cautious_noble_neutral,0.333333333333333
